size, customer, years_trading, years_customer, turn_over, bop, credit_rating, employees, corporate_family, country, 	market, period, abc, ly_spend, budget_spend, curr_period_fc, last_period, curr_period_ly, weather_fc, make_budget_lp, make_budget_ply, make_budget, probability
M,5845,9,6,444644,42, c,4,n,uk,pitched,10,c,306805,25568,20454,22499,24034,l-rain,y,n,0,1.0
L,5846,19,3,3711298,42, d,37,y,norway,pitched,10,a,3154604,262884,131442,191906,202421,rain,n,y,0,1.0
M,5847,10,6,476639,18, b,4,n,finland,pitched,10,b,367013,30585,24468,20186,24468,l-snow,n,y,0,1.0
L,5848,16,10,3307102,32, ddd,33,n,sweden,pitched,10,c,2083475,173623,173623,170151,128481,fine,y,y,1,1.0
M,5849,9,5,277204,68, c,2,n,norway,flat,10,a,260572,21715,10858,16938,20846,rain,n,y,0,1.0
L,5850,14,3,3025145,25, bb,30,n,finland,flat,10,c,1815087,151258,121006,130082,149745,l-snow,n,y,0,1.0
M,5851,16,8,443998,75, b,4,n,uk,pitched,10,c,270839,22570,18056,18734,22570,l-rain,y,n,0,1.0
L,5852,19,19,736020,77, c,7,n,uk,pitched,10,c,625617,52135,41708,40144,42230,l-rain,y,y,0,1.0
M,5853,12,1,476696,43, cc,4,n,finland,flat,10,a,314620,26219,20975,24908,21499,l-snow,y,n,1,1.0
L,5854,13,0,2305984,67, c,23,n,denmark,flat,10,c,1222172,101848,81479,88608,82497,l-snow,y,y,0,1.0
M,5855,14,0,380290,86, bb,3,n,uk,flat,10,b,270006,22501,18001,15976,21151,l-rain,n,n,0,1.0
L,5856,20,16,2010511,31, dd,20,y,denmark,flat,10,a,1507884,125657,100526,109322,104296,l-snow,n,n,0,1.0
M,5857,9,7,451931,91, ddd,4,n,norway,flat,10,c,298275,24857,12429,16654,17648,rain,y,y,0,1.0
L,5858,15,7,902035,98, cc,9,y,finland,pitched,10,c,649466,54123,43298,43298,44922,l-snow,y,n,0,1.0
M,5859,11,6,487431,8, ccc,4,n,sweden,pitched,10,b,297333,24778,24778,22053,19575,fine,n,y,1,1.0
L,5860,8,2,3022889,76, cc,30,n,norway,pitched,10,c,2085794,173817,86909,107766,130363,rain,y,y,0,1.0
M,5861,17,4,431251,7, dd,4,n,finland,flat,10,c,219939,18329,14663,12097,17229,l-snow,n,n,0,1.0
L,5862,7,3,3726830,22, b,37,n,finland,pitched,10,b,2944196,245350,196280,176652,191373,l-snow,n,y,0,1.0
M,5863,9,4,260636,53, bbb,2,n,uk,flat,10,b,132925,11078,8862,10967,10745,l-rain,n,y,1,1.0
L,5864,10,3,4018949,24, bbb,40,n,denmark,flat,10,c,2049664,170806,136645,102484,160558,l-snow,y,n,0,1.0
M,5865,7,5,468301,34, bb,4,n,uk,flat,10,c,304396,25367,20294,21562,19279,l-rain,n,n,0,1.0
L,5866,8,0,4629822,25, b,46,n,finland,pitched,10,c,3009385,250783,200626,185579,210657,l-snow,y,n,0,1.0
M,5867,14,10,486276,26, b,4,n,sweden,flat,10,b,374433,31203,31203,19658,28707,fine,n,y,0,1.0
L,5868,19,6,1885529,28, ddd,18,n,sweden,flat,10,c,942765,78564,78564,47139,73850,fine,n,n,0,1.0
M,5869,10,7,445661,68, d,4,n,uk,pitched,10,c,356529,29711,23769,23472,26740,l-rain,n,n,0,1.0
L,5870,13,1,3313406,80, c,33,n,denmark,pitched,10,c,3081468,256789,205432,238814,246518,l-snow,y,y,0,1.0
M,5871,9,3,383099,48, ddd,3,n,denmark,flat,10,c,191550,15963,12770,15484,12770,l-snow,n,y,1,1.0
L,5872,16,6,1883355,25, bb,18,n,uk,flat,10,a,1054679,87890,70312,87890,87012,l-rain,n,y,0,1.0
M,5873,15,12,434012,62, b,4,n,uk,pitched,10,c,308149,25680,20544,23625,16435,l-rain,y,y,0,1.0
L,5874,17,15,2169295,86, bb,21,n,uk,pitched,10,b,1258192,104850,83880,75492,84928,l-rain,n,y,0,1.0
M,5875,12,5,355706,72, dd,3,n,finland,flat,10,b,231209,19268,15414,15607,17148,l-snow,n,y,0,1.0
L,5876,6,4,3733939,28, bb,37,n,uk,flat,10,b,2053667,171139,136912,109529,114664,l-rain,y,n,0,1.0
M,5877,11,0,271253,72, dd,2,n,denmark,flat,10,a,217003,18084,14467,16818,16637,l-snow,n,y,1,1.0
L,5878,9,5,4767015,70, bb,47,y,sweden,pitched,10,b,2669529,222461,222461,195766,180194,fine,n,y,1,1.0
M,5879,6,1,349559,51, ccc,3,n,finland,pitched,10,a,286639,23887,19110,22454,23887,l-snow,y,n,1,1.0
L,5880,20,10,4889201,60, d,48,y,norway,flat,10,a,3911361,325947,162974,312909,270536,rain,y,y,0,1.0
M,5881,19,12,387827,63, bbb,3,n,denmark,flat,10,c,329653,27472,21977,18131,19230,l-snow,y,n,0,1.0
L,5882,5,5,4853251,84, dd,48,n,norway,flat,10,c,2717821,226486,113243,144951,215161,rain,n,n,0,1.0
M,5883,5,1,260443,17, bbb,2,n,norway,pitched,10,c,205750,17146,8573,10288,16118,rain,n,y,0,1.0
L,5884,17,3,4990716,21, dd,49,n,finland,pitched,10,b,4192202,349351,279481,269000,286468,l-snow,n,y,0,1.0
M,5885,6,3,306621,33, c,3,n,norway,flat,10,b,177841,14821,7411,13635,12005,rain,n,n,0,1.0
L,5886,14,13,981701,77, ddd,9,n,sweden,flat,10,c,962067,80173,80173,63337,75362,fine,y,n,0,1.0
M,5887,7,5,270240,77, d,2,n,uk,flat,10,c,199978,16665,13332,15332,16332,l-rain,n,n,0,1.0
L,5888,15,9,3308374,76, b,33,n,uk,pitched,10,c,2282779,190232,152186,135065,155990,l-rain,y,n,0,1.0
M,5889,14,12,377365,85, c,3,n,uk,pitched,10,c,324534,27045,21636,22447,19743,l-rain,n,y,0,1.0
L,5890,5,1,823820,73, d,8,n,finland,flat,10,a,708486,59041,47233,38967,56089,l-snow,n,n,0,1.0
M,5891,12,9,275685,64, d,2,n,uk,flat,10,c,173682,14474,11579,14474,9264,l-rain,y,n,1,1.0
L,5892,16,13,2686741,58, ddd,26,n,finland,flat,10,c,1692647,141054,112844,108612,100149,l-snow,n,y,0,1.0
M,5893,20,17,343187,75, d,3,n,finland,flat,10,b,253959,21164,16931,16508,18412,l-snow,y,n,0,1.0
L,5894,6,6,1717035,69, c,17,n,denmark,pitched,10,c,1098903,91576,73261,85165,70513,l-snow,y,y,1,1.0
M,5895,8,5,477380,89, d,4,n,finland,flat,10,c,334166,27848,22278,22000,19772,l-snow,n,n,0,1.0
L,5896,19,14,3466812,90, bbb,34,n,uk,flat,10,b,2114756,176230,140984,176230,155083,l-rain,y,y,1,1.0
M,5897,6,2,308373,66, c,3,n,uk,flat,10,c,289871,24156,19325,14977,22949,l-rain,y,y,0,1.0
L,5898,7,7,3050260,66, dd,30,n,finland,flat,10,a,2745234,228770,183016,199030,205893,l-snow,n,y,0,1.0
M,5899,9,0,274575,83, cc,2,n,sweden,flat,10,c,178474,14873,14873,14130,11155,fine,y,y,1,1.0
L,5900,18,18,1335637,91, bbb,13,n,uk,pitched,10,c,1121936,93495,74796,88820,76666,l-rain,y,n,1,1.0
M,5901,10,9,283262,92, cc,2,n,finland,flat,10,c,266267,22189,17752,15089,13758,l-snow,y,y,0,1.0
L,5902,10,8,1678505,34, bb,16,n,finland,pitched,10,c,856038,71337,57070,63490,66343,l-snow,n,y,1,1.0
M,5903,17,7,335867,31, bbb,3,n,finland,flat,10,b,285487,23791,19033,21650,14513,l-snow,y,n,0,1.0
L,5904,13,1,2945139,13, ccc,29,y,uk,flat,10,a,2002695,166892,133513,125169,158547,l-rain,n,y,0,1.0
M,5905,14,13,419145,16, d,4,n,finland,pitched,10,b,414954,34580,27664,30085,34580,l-snow,y,y,0,1.0
L,5906,19,2,1056578,21, c,10,n,sweden,flat,10,c,612816,51068,51068,50047,46472,fine,n,y,1,1.0
M,5907,14,4,274992,11, cc,2,n,finland,flat,10,c,241993,20167,16133,19158,13713,l-snow,n,y,1,1.0
L,5908,14,9,2490673,88, bb,24,n,uk,pitched,10,b,2042352,170196,136157,154879,158283,l-rain,y,y,1,1.0
M,5909,8,3,486118,48, cc,4,n,uk,flat,10,c,413201,34434,27547,23071,27892,l-rain,y,y,0,1.0
L,5910,18,18,2335583,9, dd,23,n,finland,flat,10,c,1775044,147921,118337,125733,94669,l-snow,y,n,0,1.0
M,5911,14,10,273967,86, b,2,n,finland,pitched,10,c,265748,22146,17717,18160,16610,l-snow,n,y,0,1.0
L,5912,6,5,1598221,90, bbb,15,y,sweden,flat,10,c,1086791,90566,90566,74265,74265,fine,y,y,1,1.0
M,5913,16,16,441880,69, ccc,4,n,finland,flat,10,c,326992,27250,21800,22617,17440,l-snow,y,n,0,1.0
L,5914,6,3,1457696,68, b,14,n,norway,pitched,10,b,1093272,91106,45553,84729,68330,rain,n,y,0,1.0
M,5915,6,2,359529,21, ddd,3,n,sweden,pitched,10,c,230099,19175,19175,16299,16683,fine,y,n,1,1.0
L,5916,13,10,3188029,36, b,31,n,uk,flat,10,b,2901107,241759,193408,210331,154726,l-rain,y,n,0,1.0
M,5917,13,13,296430,93, c,2,n,finland,pitched,10,c,287538,23962,19170,17972,17492,l-snow,y,n,0,1.0
L,5918,5,4,3663104,51, bb,36,n,denmark,pitched,10,c,3186901,265576,212461,164657,212461,l-snow,n,y,0,1.0
M,5919,18,10,255779,60, b,2,n,sweden,pitched,10,a,148352,12363,12363,8407,10262,fine,n,y,0,1.0
L,5920,18,1,1615000,95, bbb,16,n,sweden,flat,10,c,1243550,103630,103630,99484,79795,fine,n,n,1,1.0
M,5921,10,2,342707,54, bb,3,n,sweden,flat,10,c,236468,19706,19706,18524,19509,fine,y,n,1,1.0
L,5922,20,6,3028354,23, cc,30,y,denmark,flat,10,b,2301550,191796,153437,161109,149601,l-snow,y,y,0,1.0
M,5923,8,5,356402,82, bb,3,n,norway,pitched,10,c,235226,19603,9802,19603,15878,rain,y,y,0,1.0
L,5924,20,18,2403600,36, cc,24,n,uk,pitched,10,b,2091132,174261,139409,106300,149865,l-rain,y,y,0,1.0
M,5925,7,6,369463,48, bbb,3,n,sweden,pitched,10,c,229068,19089,19089,17181,15463,fine,n,n,1,1.0
L,5926,16,6,2513590,7, ccc,25,n,norway,pitched,10,c,1834921,152911,76456,146794,91747,rain,n,y,0,1.0
M,5927,14,3,363685,75, bb,3,n,norway,pitched,10,a,312770,26065,13033,15900,18767,rain,n,n,0,1.0
L,5928,15,3,4707872,90, d,47,y,sweden,flat,10,c,3860456,321705,321705,273449,193023,fine,y,y,1,1.0
M,5929,5,1,327243,13, ddd,3,n,uk,pitched,10,b,245433,20453,16363,12886,16567,l-rain,n,n,0,1.0
L,5930,6,3,4656326,46, c,46,y,denmark,pitched,10,b,3771625,314303,251442,223155,279729,l-snow,n,y,0,1.0
M,5931,11,3,390555,14, bbb,3,n,finland,flat,10,c,281200,23434,18747,18981,22496,l-snow,y,y,0,1.0
L,5932,14,3,3833253,24, bbb,38,n,uk,flat,10,c,2606613,217218,173775,202013,202013,l-rain,y,y,1,1.0
M,5933,18,1,254633,54, ddd,2,n,uk,pitched,10,b,241902,20159,16127,15926,19957,l-rain,n,y,0,1.0
L,5934,6,6,958031,46, d,9,n,finland,pitched,10,c,651462,54289,43431,50489,36917,l-snow,n,n,0,1.0
M,5935,6,4,417007,22, bb,4,n,norway,pitched,10,b,366967,30581,15291,20184,24465,rain,y,y,0,1.0
L,5936,17,17,1637715,53, b,16,n,sweden,pitched,10,c,1162778,96899,96899,88178,66860,fine,y,n,1,1.0
M,5937,8,1,439224,81, d,4,n,finland,flat,10,a,342595,28550,22840,26837,19985,l-snow,n,y,1,1.0
L,5938,6,4,2930745,100, d,29,y,finland,pitched,10,c,1494680,124557,99646,115838,123312,l-snow,y,y,1,1.0
M,5939,10,8,307972,92, b,3,n,finland,flat,10,c,267936,22328,17863,17416,15184,l-snow,n,n,0,1.0
L,5940,18,7,894885,85, c,8,y,norway,pitched,10,c,536931,44745,22373,34901,32216,rain,n,y,0,1.0
M,5941,7,6,273783,42, cc,2,n,denmark,pitched,10,c,254619,21219,16975,16126,14217,l-snow,n,n,0,1.0
L,5942,17,17,3516952,90, ddd,35,n,sweden,pitched,10,c,3481783,290149,290149,188597,278543,fine,n,y,0,1.0
M,5943,9,3,345647,43, bb,3,n,uk,pitched,10,c,224671,18723,14979,13668,12732,l-rain,y,n,0,1.0
L,5944,20,14,4780158,28, cc,47,n,finland,flat,10,c,3393913,282827,226261,178181,274342,l-snow,y,y,0,1.0
M,5945,12,8,430204,34, dd,4,n,norway,flat,10,b,412996,34417,17209,29599,31319,rain,y,n,0,1.0
L,5946,7,3,2773978,80, dd,27,n,norway,pitched,10,c,1664387,138699,69350,128990,131764,rain,y,n,0,1.0
M,5947,19,6,254029,13, ccc,2,n,denmark,pitched,10,c,223546,18629,14904,16394,11364,l-snow,y,y,0,1.0
L,5948,8,5,4194486,28, ccc,41,n,uk,pitched,10,a,2852251,237688,190151,213919,144990,l-rain,y,n,0,1.0
M,5949,9,0,362045,73, bbb,3,n,sweden,flat,10,a,358425,29869,29869,27778,18519,fine,n,y,1,1.0
L,5950,9,4,1513320,79, ccc,15,y,norway,flat,10,c,1180390,98366,49183,64922,62955,rain,y,y,0,1.0
M,5951,16,14,297079,34, dd,2,n,denmark,flat,10,c,151511,12626,10101,8965,11743,l-snow,y,n,0,1.0
L,5952,7,5,867328,6, b,8,n,denmark,pitched,10,c,633150,52763,42210,42738,35879,l-snow,y,n,0,1.0
M,5953,12,1,392159,34, cc,3,n,finland,pitched,10,c,325492,27125,21700,18445,17903,l-snow,n,y,0,1.0
L,5954,8,6,903913,47, bbb,9,n,denmark,pitched,10,c,894874,74573,59659,53693,58167,l-snow,y,y,0,1.0
M,5955,8,1,390250,29, bb,3,n,sweden,pitched,10,c,277078,23090,23090,14547,23090,fine,n,n,0,1.0
L,5956,6,0,4804014,24, d,48,y,uk,flat,10,c,3266730,272228,217782,223227,264061,l-rain,y,y,0,1.0
M,5957,5,2,456091,5, cc,4,n,sweden,flat,10,b,410482,34207,34207,25998,31129,fine,n,y,1,1.0
L,5958,20,16,3103360,60, cc,31,y,finland,pitched,10,c,2482688,206891,165513,188271,206891,l-snow,n,n,1,1.0
M,5959,6,5,297855,96, ddd,2,n,norway,pitched,10,c,256156,21347,10674,17078,17931,rain,n,y,0,1.0
L,5960,18,17,2510752,73, cc,25,n,uk,flat,10,c,1456237,121354,97083,84948,116499,l-rain,y,y,0,1.0
M,5961,12,9,487106,59, ddd,4,n,uk,pitched,10,a,287393,23950,19160,21794,19639,l-rain,n,n,0,1.0
L,5962,19,1,1632645,89, ddd,16,y,finland,flat,10,c,1599993,133333,106667,130667,82667,l-snow,n,y,1,1.0
M,5963,6,6,319532,28, cc,3,n,sweden,pitched,10,b,178938,14912,14912,12377,13272,fine,y,y,0,0.99931955
L,5964,13,2,2713254,23, ddd,27,n,denmark,flat,10,a,1546555,128880,103104,118570,123725,l-snow,y,y,0,1.0
M,5965,18,7,434885,21, ddd,4,n,uk,flat,10,c,239187,19933,15946,11960,16146,l-rain,n,y,0,1.0
L,5966,7,2,871601,80, bbb,8,n,finland,flat,10,c,435801,36317,29054,31233,27601,l-snow,n,y,0,1.0
M,5967,8,0,379752,40, b,3,n,norway,flat,10,c,360765,30064,15032,22548,22548,rain,y,y,0,1.0
L,5968,18,6,2558871,32, c,25,y,denmark,pitched,10,a,1535323,127944,102355,121547,120267,l-snow,y,y,0,1.0
M,5969,14,13,339738,18, dd,3,n,denmark,pitched,10,c,190254,15855,12684,14745,11574,l-snow,y,y,0,1.0
L,5970,8,4,2451700,71, bbb,24,y,uk,pitched,10,a,2034911,169576,135661,162793,128878,l-rain,y,n,1,1.0
M,5971,9,8,391451,73, ddd,3,n,uk,flat,10,b,266187,22183,17746,14863,21517,l-rain,y,y,0,1.0
L,5972,17,8,4385707,24, ddd,43,n,denmark,pitched,10,a,2368282,197357,157886,144071,149992,l-snow,y,n,0,1.0
M,5973,11,1,446527,26, cc,4,n,sweden,flat,10,c,325965,27164,27164,16842,18200,fine,n,n,0,1.0
L,5974,19,15,2367987,100, bbb,23,n,finland,flat,10,c,1728631,144053,115243,122445,93635,l-snow,y,y,0,1.0
M,5975,20,10,384772,34, ddd,3,n,finland,pitched,10,c,203930,16995,13596,11217,13936,l-snow,n,y,0,1.0
L,5976,19,2,1282563,8, d,12,n,finland,flat,10,c,743887,61991,49593,40294,38435,l-snow,y,y,0,1.0
M,5977,15,15,295087,66, c,2,n,norway,pitched,10,c,265579,22132,11066,15714,22132,rain,y,n,0,1.0
L,5978,11,0,4979067,26, ddd,49,n,denmark,flat,10,c,3933463,327789,262231,229453,301566,l-snow,y,n,0,1.0
M,5979,8,6,286290,31, bbb,2,n,denmark,pitched,10,c,231895,19325,15460,15074,11595,l-snow,n,y,0,1.0
L,5980,15,3,1833568,100, bbb,18,n,finland,pitched,10,c,1100141,91679,73343,90762,62342,l-snow,y,y,0,1.0
M,5981,12,4,284408,82, cc,2,n,finland,flat,10,c,278720,23227,18582,13936,20672,l-snow,y,y,0,1.0
L,5982,13,3,3257280,13, dd,32,n,denmark,pitched,10,c,2573252,214438,171551,195139,171551,l-snow,y,y,0,1.0
M,5983,12,8,329707,62, ddd,3,n,finland,flat,10,c,263766,21981,17585,19783,20003,l-snow,y,y,0,1.0
L,5984,11,2,1273081,79, c,12,n,uk,pitched,10,b,1082119,90177,72142,81159,79356,l-rain,y,n,0,1.0
M,5985,11,6,449691,79, bbb,4,n,norway,pitched,10,c,445195,37100,18550,24857,24486,rain,y,y,0,1.0
L,5986,13,12,4714622,12, dd,47,n,denmark,pitched,10,c,2781627,231803,185442,194714,164580,l-snow,n,n,0,1.0
M,5987,20,14,369357,45, dd,3,n,denmark,pitched,10,c,225308,18776,15021,14082,13894,l-snow,y,y,0,1.0
L,5988,10,0,4348419,64, b,43,n,norway,flat,10,c,2609052,217421,108711,191331,158718,rain,y,n,0,1.0
M,5989,15,8,351982,90, c,3,n,norway,flat,10,a,197110,16426,8213,11170,14291,rain,y,y,0,1.0
L,5990,6,1,3551263,29, ccc,35,n,finland,pitched,10,c,2237296,186442,149154,164069,182713,l-snow,y,y,0,1.0
M,5991,12,5,457833,92, cc,4,n,uk,flat,10,a,430364,35864,28691,22236,31202,l-rain,y,y,0,1.0
L,5992,6,2,4187697,38, cc,41,n,denmark,pitched,10,b,4103944,341996,273597,205198,297536,l-snow,n,y,0,1.0
M,5993,6,0,341703,63, c,3,n,uk,flat,10,a,208439,17370,13896,16502,14591,l-rain,y,y,0,1.0
L,5994,18,4,1553625,46, dd,15,n,sweden,pitched,10,b,963248,80271,80271,65822,48163,fine,y,y,1,1.0
M,5995,11,10,470632,96, ddd,4,n,uk,flat,10,b,404744,33729,26983,24285,22261,l-rain,y,y,0,1.0
L,5996,17,15,2578880,52, ddd,25,n,finland,flat,10,c,2424148,202013,161610,191912,175751,l-snow,y,n,0,1.0
M,5997,9,7,260784,57, dd,2,n,sweden,pitched,10,a,151255,12605,12605,8950,12353,fine,y,n,0,1.0
L,5998,15,7,3764242,23, b,37,n,sweden,pitched,10,c,3350176,279182,279182,220554,203803,fine,n,n,1,1.0
M,5999,13,10,349234,63, dd,3,n,norway,pitched,10,c,324788,27066,13533,17052,16511,rain,y,y,0,1.0
L,6000,10,8,1121581,96, b,11,n,uk,flat,10,c,998208,83184,66548,76530,64052,l-rain,y,n,0,0.99999094
L,6001,12,1,2787732,34, d,27,n,denmark,flat,10,a,2313818,192819,154255,140758,179321,l-snow,y,y,0,1.0
L,6002,18,14,4510048,77, ccc,45,n,uk,flat,10,a,3968843,330737,264590,224902,218287,l-rain,y,y,0,1.0
L,6003,17,9,2331232,42, bb,23,n,denmark,flat,10,c,1818361,151531,121225,125770,90919,l-snow,n,y,0,1.0
L,6004,6,0,4992182,46, ccc,49,y,sweden,pitched,10,a,3344762,278731,278731,253645,186750,fine,y,y,1,1.0
L,6005,15,2,1881710,75, ccc,18,n,uk,flat,10,c,1731174,144265,115412,98100,138494,l-rain,y,n,0,1.0
L,6006,10,5,4950399,28, b,49,n,finland,flat,10,b,2574208,214518,171614,180195,128711,l-snow,n,y,0,1.0
L,6007,9,3,4606974,19, ddd,46,y,finland,flat,10,c,3547370,295615,236492,230580,215799,l-snow,n,y,0,1.0
L,6008,19,12,2778079,93, ddd,27,n,norway,pitched,10,c,2500272,208356,104178,127098,193772,rain,n,y,0,1.0
L,6009,6,0,2434905,64, bb,24,n,finland,pitched,10,c,2020972,168415,134732,151573,134732,l-snow,y,n,0,1.0
L,6010,12,12,701566,10, bbb,7,n,norway,flat,10,b,357799,29817,14909,24152,17890,rain,n,n,0,1.0
L,6011,20,14,2196973,69, c,21,n,norway,flat,10,c,1252275,104357,52179,62614,77224,rain,y,n,0,1.0
L,6012,20,11,1573294,6, d,15,n,finland,flat,10,c,1494630,124553,99642,78469,110852,l-snow,n,y,0,1.0
L,6013,9,6,4254964,95, bbb,42,n,uk,flat,10,b,2893376,241115,192892,195303,159136,l-rain,y,n,0,1.0
L,6014,10,3,4581415,84, b,45,n,denmark,flat,10,a,3069549,255796,204637,179057,163710,l-snow,y,n,0,1.0
L,6015,5,4,4150768,68, bbb,41,n,norway,pitched,10,c,3777199,314767,157384,258109,251814,rain,y,y,0,1.0
L,6016,19,16,1731674,79, bb,17,n,finland,pitched,10,c,1558507,129876,103901,118187,120785,l-snow,y,y,0,1.0
L,6017,6,2,1949619,96, dd,19,n,denmark,pitched,10,c,1501207,125101,100081,82567,121348,l-snow,y,n,0,1.0
L,6018,9,4,1168944,84, bb,11,n,norway,flat,10,a,596162,49681,24841,34280,35770,rain,y,n,0,1.0
L,6019,15,11,1509145,8, bb,15,n,denmark,pitched,10,c,1433688,119474,95580,86022,77659,l-snow,n,y,0,1.0
L,6020,16,10,2570321,78, bbb,25,y,finland,flat,10,c,1362271,113523,90819,89683,91954,l-snow,y,y,0,1.0
L,6021,13,12,1051744,95, b,10,y,uk,flat,10,c,757256,63105,50484,45436,45436,l-rain,y,y,0,1.0
L,6022,5,1,1013227,87, ccc,10,n,finland,pitched,10,c,851111,70926,56741,45393,43265,l-snow,y,y,0,1.0
L,6023,10,1,1413729,79, ccc,14,n,norway,flat,10,c,904787,75399,37700,51272,67106,rain,n,y,0,1.0
L,6024,11,3,733054,39, ccc,7,y,denmark,flat,10,c,542460,45205,36164,41589,42493,l-snow,y,y,0,1.0
L,6025,18,10,3042910,17, cc,30,n,denmark,flat,10,b,1582314,131860,105488,129223,85709,l-snow,y,y,1,1.0
L,6026,10,10,2658264,37, ddd,26,n,norway,flat,10,a,2126612,177218,88609,152408,170129,rain,y,n,0,1.0
L,6027,11,3,1163531,43, bbb,11,n,finland,flat,10,b,1140261,95022,76018,93122,78869,l-snow,n,y,0,0.99945635
L,6028,6,0,1488860,94, c,14,n,norway,flat,10,c,937982,78166,39083,64878,46900,rain,y,n,0,1.0
L,6029,14,11,2063918,31, c,20,n,sweden,flat,10,c,1857527,154794,154794,103712,105260,fine,y,y,0,1.0
L,6030,9,6,3638893,67, bbb,36,n,denmark,flat,10,b,3420560,285047,228038,216636,270795,l-snow,y,y,0,1.0
L,6031,5,3,4825296,77, ddd,48,n,sweden,flat,10,c,2605660,217139,217139,165026,138969,fine,y,y,0,1.0
L,6032,7,3,4159655,13, ccc,41,n,sweden,pitched,10,c,3494111,291176,291176,267882,200912,fine,y,y,1,1.0
L,6033,14,3,670415,30, ddd,6,n,finland,flat,10,b,442474,36873,29499,23230,25443,l-snow,y,y,0,1.0
L,6034,16,2,4164118,35, c,41,n,sweden,pitched,10,b,2165342,180446,180446,122703,131725,fine,y,y,0,1.0
L,6035,17,9,3407926,63, bb,34,n,uk,pitched,10,c,1738043,144837,115870,144837,123112,l-rain,y,y,1,1.0
L,6036,18,1,1627180,78, dd,16,y,norway,flat,10,c,960037,80004,40002,68803,56803,rain,y,n,0,1.0
L,6037,19,3,3623741,77, cc,36,n,sweden,pitched,10,a,3297605,274801,274801,173125,241825,fine,n,y,0,1.0
L,6038,16,11,4674829,41, dd,46,n,sweden,pitched,10,b,2571156,214263,214263,152127,179981,fine,n,y,0,1.0
L,6039,12,2,1904664,38, d,19,n,norway,flat,10,b,1371359,114280,57140,71997,83425,rain,y,y,0,1.0
L,6040,15,11,3859156,93, dd,38,n,finland,flat,10,b,2315494,192958,154367,177522,140860,l-snow,n,n,0,1.0
L,6041,5,3,3586988,59, b,35,n,uk,pitched,10,c,1793494,149458,119567,136007,112094,l-rain,n,y,1,1.0
L,6042,19,15,4758715,41, ccc,47,n,norway,pitched,10,c,2950404,245867,122934,238491,218822,rain,y,n,0,1.0
L,6043,7,3,4961714,10, ccc,49,n,sweden,pitched,10,b,2728943,227412,227412,200123,213768,fine,n,y,1,1.0
L,6044,8,2,3140076,74, dd,31,n,uk,pitched,10,c,1695642,141304,113043,96087,122934,l-rain,y,n,0,1.0
L,6045,9,3,4420353,100, bbb,44,n,sweden,pitched,10,c,2652212,221018,221018,148082,185655,fine,n,n,0,1.0
L,6046,6,6,2203143,17, bbb,22,y,denmark,flat,10,c,1784546,148713,118970,135329,113022,l-snow,n,y,0,1.0
L,6047,11,2,1534877,41, bb,15,n,norway,pitched,10,c,1135809,94651,47326,85186,85186,rain,n,y,0,1.0
L,6048,8,3,573388,90, ddd,5,y,uk,flat,10,c,430041,35837,28670,27236,26520,l-rain,y,n,0,1.0
L,6049,11,6,4894507,15, ccc,48,n,denmark,pitched,10,a,3866661,322222,257778,312556,283556,l-snow,y,y,1,1.0
L,6050,13,7,4321382,95, bb,43,n,uk,pitched,10,c,2895326,241278,193022,149592,219563,l-rain,y,n,0,1.0
L,6051,15,7,530493,66, bb,5,y,sweden,pitched,10,c,339516,28293,28293,27445,22069,fine,y,n,1,1.0
L,6052,15,7,980964,68, dd,9,n,norway,pitched,10,c,647437,53954,26977,52874,51795,rain,n,y,0,1.0
L,6053,6,1,3542330,86, b,35,n,uk,pitched,10,a,3188097,265675,212540,162062,257705,l-rain,y,y,0,1.0
L,6054,5,0,2301316,39, cc,23,n,uk,pitched,10,c,2117211,176435,141148,116447,127033,l-rain,y,n,0,1.0
L,6055,6,4,4608523,63, d,46,y,uk,pitched,10,a,3041626,253469,202776,152082,157151,l-rain,n,n,0,1.0
L,6056,6,1,1285809,64, cc,12,n,norway,pitched,10,b,1080080,90007,45004,62105,72006,rain,n,n,0,1.0
L,6057,7,6,1241513,75, c,12,n,sweden,pitched,10,b,645587,53799,53799,36584,33356,fine,y,y,0,1.0
L,6058,15,3,962835,100, bb,9,n,norway,pitched,10,c,625843,52154,26077,39116,31293,rain,n,n,0,1.0
L,6059,16,13,2346018,74, bb,23,n,uk,pitched,10,a,1759514,146627,117301,114369,115835,l-rain,y,n,0,1.0
L,6060,14,2,3666948,19, c,36,n,uk,flat,10,b,2273508,189459,151568,176197,147779,l-rain,n,n,0,1.0
L,6061,17,15,1984455,28, dd,19,n,finland,pitched,10,b,1627254,135605,108484,135605,104416,l-snow,n,n,1,1.0
L,6062,11,3,1735489,74, d,17,n,sweden,pitched,10,a,1596650,133055,133055,125071,119749,fine,y,y,1,1.0
L,6063,5,4,1606975,13, cc,16,n,uk,flat,10,c,1510557,125880,100704,122104,104481,l-rain,y,y,0,1.0
L,6064,17,6,4716887,32, cc,47,y,finland,pitched,10,c,3867848,322321,257857,241741,309428,l-snow,y,y,0,1.0
L,6065,13,8,3462004,37, bbb,34,n,sweden,pitched,10,b,3358144,279846,279846,257458,232272,fine,n,y,1,1.0
L,6066,18,12,4231990,15, ddd,42,n,finland,pitched,10,a,3512552,292713,234171,219535,216608,l-snow,n,y,0,1.0
